report_year,utility_id_ferc1,xbrl_factoid,xbrl_factoid_off_by,abs_diff,ending_balance_off_by,_delta
2023,180,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,537425994.0,537425994.0,0.0
2017,251,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,4795921932.0,4795921932.0,0.0
1995,251,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,282012170.0,282012170.0,0.0
1997,250,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,4127139.0,4127139.0,0.0
2024,180,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,746573268.0,746573268.0,0.0
2025,180,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,908647930.0,908647930.0,0.0
2022,250,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1693343600.0,1693343600.0,0.0
2017,181,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,1624623.0,1624623.0,0.0
2018,181,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,1624623.0,1624623.0,0.0
2021,250,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1841962426.0,1841962426.0,0.0
2020,250,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1463893390.0,1463893390.0,0.0
2019,250,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1094485883.0,1094485883.0,0.0
2018,250,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1661898877.0,1661898877.0,0.0
2023,250,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,2230284523.0,2230284523.0,0.0
1996,253,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,6684.0,6684.0,0.0
2021,248,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,558747366.0,558747366.0,0.0
2019,248,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,326804707.0,326804707.0,0.0
2008,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1139046780.0,1139046780.0,0.0
2012,408,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1106372.0,1106372.0,0.0
2007,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1634952800.0,1634952800.0,0.0
2006,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1808140141.0,1808140141.0,0.0
2013,408,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,59891.0,59891.0,0.0
2005,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1972704203.0,1972704203.0,0.0
2004,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,756137551.0,756137551.0,0.0
2003,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1582331243.0,1582331243.0,0.0
2009,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,2638387964.0,2638387964.0,0.0
1994,411,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,229467971.0,229467971.0,0.0
2004,275,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,43209459.0,43209459.0,0.0
2001,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,704353282.0,704353282.0,0.0
2000,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,440042953.0,440042953.0,0.0
1999,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,258976144.0,258976144.0,0.0
1998,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,202504457.0,202504457.0,0.0
1997,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,270612766.0,270612766.0,0.0
1995,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,357755216.0,357755216.0,0.0
1994,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1041274469.0,1041274469.0,0.0
2002,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1448700246.0,1448700246.0,0.0
2020,248,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,435256378.0,435256378.0,0.0
2011,408,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,244051.0,244051.0,0.0
2011,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3399396399.0,3399396399.0,0.0
2018,248,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,637116886.0,637116886.0,0.0
2017,248,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,546901589.0,546901589.0,0.0
2016,248,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,734249623.0,734249623.0,0.0
2018,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3297929990.0,3297929990.0,0.0
2004,408,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,219815.0,219815.0,0.0
2017,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,2452745691.0,2452745691.0,0.0
2005,408,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,275478.0,275478.0,0.0
2016,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,2781112277.0,2781112277.0,0.0
2010,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3259036951.0,3259036951.0,0.0
2006,408,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,355947.0,355947.0,0.0
2007,408,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,823717.0,823717.0,0.0
2014,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1664902441.0,1664902441.0,0.0
2008,408,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,2828054.0,2828054.0,0.0
2013,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3120978501.0,3120978501.0,0.0
2018,183,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,7129231035.0,7129231035.0,0.0
2009,408,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,287836.0,287836.0,0.0
2012,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,4173503392.0,4173503392.0,0.0
2010,408,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,703073.0,703073.0,0.0
2015,247,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1813876715.0,1813876715.0,0.0
1997,257,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,725308555.0,725308555.0,0.0
1997,253,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,134897.0,134897.0,0.0
1998,253,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,13447.0,13447.0,0.0
2006,255,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,73889229.0,73889229.0,0.0
2020,179,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,72375707.0,72375707.0,0.0
2005,255,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,41392262.0,41392262.0,0.0
2004,255,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,28342956.0,28342956.0,0.0
